City,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
Bengaluru,2018,1,1,5.6362,19.98,73.07,1.48
Bengaluru,2018,1,2,5.4194,20,74.26,2.03
Bengaluru,2018,1,3,4.6123,20.18,73.81,2.1
Bengaluru,2018,1,4,4.639,19.48,75.11,2.93
Bengaluru,2018,1,5,5.1734,18.11,71.16,2.93
Bengaluru,2018,1,6,5.0076,17.38,68.3,2.45
Bengaluru,2018,1,7,4.8437,17.64,64.28,2.53
Bengaluru,2018,1,8,5.5334,17.29,69.5,3.4
Bengaluru,2018,1,9,5.0246,19.01,75.96,3.71
Bengaluru,2018,1,10,4.3277,20.94,79.14,4.3
Bengaluru,2018,1,11,4.5374,22.02,78.5,3.45
Bengaluru,2018,1,12,4.0418,21.99,72.87,3.51
Bengaluru,2018,1,13,5.6566,20.57,71.2,3.13
Bengaluru,2018,1,14,6.0763,20.2,69.15,3.48
Bengaluru,2018,1,15,5.9086,21.11,68.7,3.62
Bengaluru,2018,1,16,4.5658,21.05,70.8,2.55
Bengaluru,2018,1,17,4.8458,20.06,67.42,3.08
Bengaluru,2018,1,18,6.1296,18.84,65.43,3.61
Bengaluru,2018,1,19,5.9789,18.35,66.76,3.34
Bengaluru,2018,1,20,6.0948,18.61,65.27,2.62
Bengaluru,2018,1,21,6.0214,18.84,64.87,3.21
Bengaluru,2018,1,22,5.9782,19.52,64.24,2.38
Bengaluru,2018,1,23,5.6095,20.62,69.62,2.05
Bengaluru,2018,1,24,4.5401,21.1,67.84,2.32
Bengaluru,2018,1,25,5.1343,20.44,57.04,2.79
Bengaluru,2018,1,26,5.6323,19.99,61.9,2.67
Bengaluru,2018,1,27,5.2954,20.24,66.14,2.36
Bengaluru,2018,1,28,5.4864,20.22,61.98,2.93
Bengaluru,2018,1,29,6.0732,20.11,62.19,3.72
Bengaluru,2018,1,30,6.1774,19.96,61.9,3.62
Bengaluru,2018,1,31,6.5335,19.81,57.64,3.44
Bengaluru,2018,2,1,6.7483,19.9,46.39,3.46
Bengaluru,2018,2,2,6.6199,20,47.66,3.22
Bengaluru,2018,2,3,6.7006,19.38,51.82,3.64
Bengaluru,2018,2,4,6.7567,18.78,55.39,3.28
Bengaluru,2018,2,5,6.6626,20.58,53.72,3.28
Bengaluru,2018,2,6,6.0965,22.64,62.7,2.77
Bengaluru,2018,2,7,4.0846,21.61,80.01,2.58
Bengaluru,2018,2,8,4.6454,22.2,62.74,1.57
Bengaluru,2018,2,9,5.2927,22.77,68.79,1.61
Bengaluru,2018,2,10,5.3482,22.02,67.04,2.71
Bengaluru,2018,2,11,6.0768,22.62,64.12,3.81
Bengaluru,2018,2,12,5.7538,22.73,62.15,3.53
Bengaluru,2018,2,13,5.783,21.96,63.46,3.35
Bengaluru,2018,2,14,6.3612,22.05,61.38,4.44
Bengaluru,2018,2,15,6.427,19.99,65.49,4.05
Bengaluru,2018,2,16,6.8153,21.28,55.86,3.47
Bengaluru,2018,2,17,6.6946,21.84,56.16,2.83
Bengaluru,2018,2,18,6.8345,22.13,53.24,3.23
Bengaluru,2018,2,19,6.9158,21.97,53.98,3.17
Bengaluru,2018,2,20,6.8352,22.39,56.38,3.64
Bengaluru,2018,2,21,6.9533,22.12,52.06,4.26
Bengaluru,2018,2,22,6.9578,22.62,47.27,3.64
Bengaluru,2018,2,23,7.1436,22.1,47.27,4.12
Bengaluru,2018,2,24,7.2881,21.67,48.04,3.79
Bengaluru,2018,2,25,7.3164,22.5,50.8,4.05
Bengaluru,2018,2,26,7.369,22.87,42.32,3.48
Bengaluru,2018,2,27,7.2482,23.05,40.36,4.48
Bengaluru,2018,2,28,7.1285,23.69,32.5,4.61
Bengaluru,2018,3,1,7.3807,23.37,38.11,4.07
Bengaluru,2018,3,2,7.4117,23.95,34.72,4.36
Bengaluru,2018,3,3,7.4664,24.29,29.88,3.49
Bengaluru,2018,3,4,7.4462,24.27,29.78,3.75
Bengaluru,2018,3,5,7.2516,24.46,28.28,3.95
Bengaluru,2018,3,6,7.5955,24.5,32.64,3.68
Bengaluru,2018,3,7,7.4323,24.63,36.14,4.11
Bengaluru,2018,3,8,7.2137,25.12,33.59,4.28
Bengaluru,2018,3,9,6.8894,25.48,36.34,4.17
Bengaluru,2018,3,10,6.2244,25.87,38.2,4.4
Bengaluru,2018,3,11,7.0039,25.74,39.51,5.07
Bengaluru,2018,3,12,6.8938,25.48,44.21,5.33
Bengaluru,2018,3,13,5.8973,25.5,55.99,4.96
Bengaluru,2018,3,14,5.4331,25.5,55.75,4.05
Bengaluru,2018,3,15,5.6172,25.47,56.87,1.82
Bengaluru,2018,3,16,4.9416,25.06,67.08,1.34
Bengaluru,2018,3,17,5.0686,24.81,67.49,2.64
Bengaluru,2018,3,18,5.453,24.61,66.79,2.64
Bengaluru,2018,3,19,6.9468,25.2,53.76,3.98
Bengaluru,2018,3,20,7.2905,25.7,47.74,3.53
Bengaluru,2018,3,21,6.9749,26.14,48.21,2.01
Bengaluru,2018,3,22,6.0854,27.52,47.38,2.27
Bengaluru,2018,3,23,6.7411,27.68,40.02,3.42
Bengaluru,2018,3,24,5.8327,27.94,45.99,3.54
Bengaluru,2018,3,25,6.479,27.99,42.85,4.84
Bengaluru,2018,3,26,6.4428,27.48,38.43,4.51
Bengaluru,2018,3,27,6.7939,27.7,36.82,2.55
Bengaluru,2018,3,28,6.4843,28.67,45.66,2.37
Bengaluru,2018,3,29,5.9122,28.7,43.57,1.62
Bengaluru,2018,3,30,5.8678,29.18,44.51,1.8
Bengaluru,2018,3,31,6.3432,27.37,54.25,2.62
Bengaluru,2018,4,1,6.413,28.54,47.31,2.49
Bengaluru,2018,4,2,6.0852,28.45,46.97,3.66
Bengaluru,2018,4,3,6.2162,28.83,44.32,3.31
Bengaluru,2018,4,4,6.7747,28.76,42.24,3.98
Bengaluru,2018,4,5,7.068,27.88,46.54,4.47
Bengaluru,2018,4,6,6.7661,27.24,43.98,3.23
Bengaluru,2018,4,7,6.677,28.27,42.38,3.96
Bengaluru,2018,4,8,7.2739,27.71,48.48,4.85
Bengaluru,2018,4,9,7.1909,27.59,48.21,4.4
Bengaluru,2018,4,10,7.3282,28.07,47.09,4.23
Bengaluru,2018,4,11,6.6528,28.42,48.24,2.77
Bengaluru,2018,4,12,6.631,29.18,47.71,3.72
Bengaluru,2018,4,13,6.5686,29.05,47.7,4.07
Bengaluru,2018,4,14,6.9614,29.82,45.86,3.97
Bengaluru,2018,4,15,6.1963,29.82,49.53,4.5
Bengaluru,2018,4,16,5.9395,30.18,46.64,3.58
Bengaluru,2018,4,17,6.7642,30.16,44.6,4.09
Bengaluru,2018,4,18,6.5134,30.42,39.46,3.67
Bengaluru,2018,4,19,5.8154,29.69,44.83,2.48
Bengaluru,2018,4,20,6.0216,28.74,48.25,2.6
Bengaluru,2018,4,21,6.1927,28.12,57.28,2.29
Bengaluru,2018,4,22,6.2333,28.72,54.28,3.19
Bengaluru,2018,4,23,6.6077,28.66,56.21,2.49
Bengaluru,2018,4,24,6.2566,28.3,50.88,2.32
Bengaluru,2018,4,25,6.7723,28.19,56.17,2.46
Bengaluru,2018,4,26,6.3451,28.53,53.52,2.65
Bengaluru,2018,4,27,6.7692,28.33,51.97,3.75
Bengaluru,2018,4,28,6.7598,28.73,51.78,4.03
Bengaluru,2018,4,29,6.5755,30.44,44.33,2.28
Bengaluru,2018,4,30,6.4308,29.48,50.63,3.44
Bengaluru,2018,5,1,5.4482,28.7,59.75,2.62
Bengaluru,2018,5,2,5.9683,28.58,59.96,2.3
Bengaluru,2018,5,3,5.7612,28.42,61.41,2.72
Bengaluru,2018,5,4,6.4874,26.69,66.49,3.12
Bengaluru,2018,5,5,6.5789,27.15,59.41,3.37
Bengaluru,2018,5,6,6.1476,27.78,58.69,3.3
Bengaluru,2018,5,7,6.3799,27.79,61.24,3.32
Bengaluru,2018,5,8,5.5078,26.59,65.77,2.92
Bengaluru,2018,5,9,5.237,25.2,70.73,2.87
Bengaluru,2018,5,10,6.4061,25.65,68.37,1.91
Bengaluru,2018,5,11,6.823,25.83,72.99,2.12
Bengaluru,2018,5,12,6.6586,26.13,70.97,1.94
Bengaluru,2018,5,13,6.2136,26.31,68.36,1.93
Bengaluru,2018,5,14,5.8987,23.97,76.81,2.11
Bengaluru,2018,5,15,6.5714,25.28,63.8,2.77
Bengaluru,2018,5,16,6.4356,26.08,62.31,1.96
Bengaluru,2018,5,17,5.945,26.78,65,1.81
Bengaluru,2018,5,18,5.1233,25.43,73.14,2.88
Bengaluru,2018,5,19,5.8574,26.77,66.72,1.95
Bengaluru,2018,5,20,6.1488,26.61,69.62,2.52
Bengaluru,2018,5,21,5.9426,26.33,68.48,2.06
Bengaluru,2018,5,22,6.1354,26.23,69.7,2.45
Bengaluru,2018,5,23,5.4365,27.64,61.35,1.65
Bengaluru,2018,5,24,5.9117,26.68,68.51,3.2
Bengaluru,2018,5,25,3.515,25.62,75.11,3.18
Bengaluru,2018,5,26,5.1142,25.86,72.9,2.89
Bengaluru,2018,5,27,5.9688,25.65,73.88,3.53
Bengaluru,2018,5,28,6.5078,26.11,71.66,2.02
Bengaluru,2018,5,29,6.5388,26.12,72.09,4.5
Bengaluru,2018,5,30,5.3407,25.63,78.73,3.32
Bengaluru,2018,5,31,5.6482,25.95,78.29,2.24
Bengaluru,2018,6,1,4.9416,24.99,81.1,2.01
Bengaluru,2018,6,2,4.8353,25.28,74.37,1.58
Bengaluru,2018,6,3,5.3561,24.01,82.92,3.08
Bengaluru,2018,6,4,5.257,23.81,82.82,2.98
Bengaluru,2018,6,5,5.8022,24.91,72.43,4.4
Bengaluru,2018,6,6,6.1202,25.06,70.47,5.14
Bengaluru,2018,6,7,4.9476,23.6,79.4,6.85
Bengaluru,2018,6,8,3.0746,23.42,77.87,8.34
Bengaluru,2018,6,9,3.4718,23.29,76.37,9.18
Bengaluru,2018,6,10,4.2787,24.24,77.86,7.98
Bengaluru,2018,6,11,3.8957,24.64,79.27,7.67
Bengaluru,2018,6,12,4.4926,24.65,78.68,7.22
Bengaluru,2018,6,13,4.7364,24.66,78.4,6.81
Bengaluru,2018,6,14,3.678,24.46,70.04,5.89
Bengaluru,2018,6,15,5.7634,24.46,69.1,5.07
Bengaluru,2018,6,16,6.0929,23.55,63.8,5.92
Bengaluru,2018,6,17,5.3717,23.22,67.28,6.08
Bengaluru,2018,6,18,6.0586,23.15,72.61,6.38
Bengaluru,2018,6,19,5.7286,23.91,77.62,6.63
Bengaluru,2018,6,20,5.2886,23.95,77.89,6.49
Bengaluru,2018,6,21,4.9968,24.09,75.01,6.04
Bengaluru,2018,6,22,4.5401,23.4,74.32,5.78
Bengaluru,2018,6,23,4.771,23.39,77.34,5.07
Bengaluru,2018,6,24,5.2637,23.21,72.03,5.75
Bengaluru,2018,6,25,5.0242,22.89,70.68,5.92
Bengaluru,2018,6,26,5.0102,23.17,74.39,6.85
Bengaluru,2018,6,27,3.6053,23.52,78.46,6.53
Bengaluru,2018,6,28,4.2362,23.44,77.71,5.95
Bengaluru,2018,6,29,4.855,23.65,73.2,4.74
Bengaluru,2018,6,30,5.8025,23.83,66.08,4.13
Bengaluru,2018,7,1,5.5598,24.26,68.32,3.53
Bengaluru,2018,7,2,6.0142,23.7,73.49,4.87
Bengaluru,2018,7,3,5.4682,22.72,77.81,4.26
Bengaluru,2018,7,4,5.5802,24.05,72.97,5.41
Bengaluru,2018,7,5,6.6924,24.19,71,6.31
Bengaluru,2018,7,6,4.2382,23.52,76.58,6.04
Bengaluru,2018,7,7,3.1032,22.91,78.98,5.74
Bengaluru,2018,7,8,3.3118,23.33,75.7,6.46
Bengaluru,2018,7,9,4.6138,23.76,75.52,6.25
Bengaluru,2018,7,10,3.9382,23.26,73.86,6.43
Bengaluru,2018,7,11,3.7656,23.05,79.96,7.63
Bengaluru,2018,7,12,4.1059,23.79,75.65,8.52
Bengaluru,2018,7,13,4.0502,23.02,79.41,7.29
Bengaluru,2018,7,14,3.967,23.41,79,7.45
Bengaluru,2018,7,15,4.5593,24.05,74.59,8.36
Bengaluru,2018,7,16,4.0512,22.78,77.77,8.56
Bengaluru,2018,7,17,4.1897,23.7,74.1,8.75
Bengaluru,2018,7,18,4.7995,23.76,75.14,7.35
Bengaluru,2018,7,19,3.4128,24.58,74.64,7.09
Bengaluru,2018,7,20,3.9658,24.17,74.61,7.95
Bengaluru,2018,7,21,3.4495,23.91,75.11,7.54
Bengaluru,2018,7,22,4.5924,24.76,70.41,7.46
Bengaluru,2018,7,23,4.1155,24.49,73.7,6.88
Bengaluru,2018,7,24,4.3498,23.98,76.85,6.3
Bengaluru,2018,7,25,4.5358,24.45,74.43,6.1
Bengaluru,2018,7,26,4.2485,24.85,72.1,5.83
Bengaluru,2018,7,27,4.0718,24.49,72.47,6.21
Bengaluru,2018,7,28,4.1717,24.58,73.18,5.75
Bengaluru,2018,7,29,4.0262,24.43,74.29,5.37
Bengaluru,2018,7,30,4.6793,24.27,74.92,5.21
Bengaluru,2018,7,31,3.947,23.33,79.31,5.91
Bengaluru,2018,8,1,4.4899,23.59,76.81,5.85
Bengaluru,2018,8,2,5.022,24.04,73.62,5.48
Bengaluru,2018,8,3,4.3212,23.42,72.98,5.97
Bengaluru,2018,8,4,4.7198,23.22,75.12,5.87
Bengaluru,2018,8,5,4.7098,24.21,71.19,6.37
Bengaluru,2018,8,6,5.2678,23.9,71.98,7.45
Bengaluru,2018,8,7,3.8006,22.86,75.97,7.43
Bengaluru,2018,8,8,4.321,23.63,75.63,6.87
Bengaluru,2018,8,9,5.0189,23.81,73.59,6.68
Bengaluru,2018,8,10,3.9293,22.83,78.16,5.86
Bengaluru,2018,8,11,2.8817,23.45,74.99,7.79
Bengaluru,2018,8,12,3.4003,22.24,78.69,7.63
Bengaluru,2018,8,13,3.7553,22.97,71.62,8.56
Bengaluru,2018,8,14,3.5657,22.57,81.91,7.55
Bengaluru,2018,8,15,3.6158,23.29,83.4,6.89
Bengaluru,2018,8,16,3.3806,23.46,76.91,8.89
Bengaluru,2018,8,17,4.0334,24.51,71.87,8.94
Bengaluru,2018,8,18,4.0846,24.07,72.26,7.74
Bengaluru,2018,8,19,3.5366,24.59,69.7,7.49
Bengaluru,2018,8,20,4.3541,23.87,71.55,7.58
Bengaluru,2018,8,21,4.999,24.46,69.62,6.89
Bengaluru,2018,8,22,5.1019,24.15,69.13,6.01
Bengaluru,2018,8,23,4.8758,24.41,71.71,5.56
Bengaluru,2018,8,24,4.8149,23.73,75.28,5.2
Bengaluru,2018,8,25,4.9306,23.62,75.23,4.71
Bengaluru,2018,8,26,4.5958,24.03,72.47,5.34
Bengaluru,2018,8,27,3.3838,23.82,73.01,5.98
Bengaluru,2018,8,28,4.7146,23.69,73.34,5.3
Bengaluru,2018,8,29,4.3702,23.96,72.7,5.06
Bengaluru,2018,8,30,4.9301,24.49,72.65,5.06
Bengaluru,2018,8,31,5.1845,24.46,71.66,5.31
Bengaluru,2018,9,1,5.4478,23.91,72.74,3.71
Bengaluru,2018,9,2,5.3474,24.95,66.87,4.33
Bengaluru,2018,9,3,7.0262,23.22,69.67,3.67
Bengaluru,2018,9,4,7.2401,24.93,65.54,3.93
Bengaluru,2018,9,5,6.2153,24.05,67.84,4.4
Bengaluru,2018,9,6,5.7614,24.44,66.49,5.19
Bengaluru,2018,9,7,5.76,24.33,66.33,5.22
Bengaluru,2018,9,8,6.3974,24.73,65.75,4.58
Bengaluru,2018,9,9,6.5568,25.37,66.03,2.09
Bengaluru,2018,9,10,4.2362,24.91,69.43,1.88
Bengaluru,2018,9,11,5.8572,25.98,68.42,1.56
Bengaluru,2018,9,12,6.2635,24.05,75.29,2.55
Bengaluru,2018,9,13,5.4698,25.91,62.4,2.05
Bengaluru,2018,9,14,5.959,25.77,63.7,1.5
Bengaluru,2018,9,15,5.5548,24.67,74,2.07
Bengaluru,2018,9,16,5.4826,23.88,80.16,2.88
Bengaluru,2018,9,17,5.1017,23.21,79.95,4.31
Bengaluru,2018,9,18,6.0355,23.66,75.89,4.25
Bengaluru,2018,9,19,4.8358,22.71,73.37,4.97
Bengaluru,2018,9,20,5.8949,22.96,76.54,3.78
Bengaluru,2018,9,21,5.4012,23.09,78.94,3.74
Bengaluru,2018,9,22,6.6199,23.84,67.34,3.07
Bengaluru,2018,9,23,5.256,24.19,75.87,1.48
Bengaluru,2018,9,24,5.4053,23.46,82.35,1.8
Bengaluru,2018,9,25,5.9227,24.35,77.37,1.49
Bengaluru,2018,9,26,5.5807,24.22,79.58,2.56
Bengaluru,2018,9,27,5.0897,24.59,75.41,2.43
Bengaluru,2018,9,28,5.3191,24.33,78.52,2.65
Bengaluru,2018,9,29,5.3138,24.83,74.97,3.26
Bengaluru,2018,9,30,6.168,25.49,72.01,3.11
Bengaluru,2018,10,1,6.3941,25.23,72.35,3.87
Bengaluru,2018,10,2,5.8838,25.07,71.94,3.21
Bengaluru,2018,10,3,6.1577,24.39,75.13,3.08
Bengaluru,2018,10,4,2.8375,23.2,79.07,3.91
Bengaluru,2018,10,5,3.7452,22.72,82.44,4.52
Bengaluru,2018,10,6,3.3917,23.09,82.04,4.34
Bengaluru,2018,10,7,6.3317,23.9,76.06,3.04
Bengaluru,2018,10,8,5.2344,24.36,70.86,2.55
Bengaluru,2018,10,9,5.329,23.59,73.44,2.21
Bengaluru,2018,10,10,5.7612,23.28,62.06,3.45
Bengaluru,2018,10,11,5.8375,24.08,50.49,2.61
Bengaluru,2018,10,12,5.8747,24.14,66.05,2.67
Bengaluru,2018,10,13,5.8375,25.29,59.17,1.09
Bengaluru,2018,10,14,4.3368,24.53,74.67,1.33
Bengaluru,2018,10,15,4.6176,23.98,79.33,1.88
Bengaluru,2018,10,16,4.8437,23.61,79.63,2.23
Bengaluru,2018,10,17,5.1281,22.26,83.48,2.04
Bengaluru,2018,10,18,5.1994,22.49,78.33,1.22
Bengaluru,2018,10,19,4.3987,23.25,76.3,2.23
Bengaluru,2018,10,20,5.7953,23.01,65.69,2.89
Bengaluru,2018,10,21,4.4678,23.55,68.88,2.85
Bengaluru,2018,10,22,6.4769,22.68,61.35,3.35
Bengaluru,2018,10,23,6.0938,22.87,61.66,3.26
Bengaluru,2018,10,24,6.4013,22.59,64.41,3.51
Bengaluru,2018,10,25,5.724,22.83,64.74,4.29
Bengaluru,2018,10,26,5.8932,23.14,66.57,4.38
Bengaluru,2018,10,27,6.2885,22.76,61.97,4.01
Bengaluru,2018,10,28,6.457,21.98,60.78,4.41
Bengaluru,2018,10,29,6.3142,21.74,49.63,3.73
Bengaluru,2018,10,30,6.4087,22.37,52.88,3.27
Bengaluru,2018,10,31,5.5445,23.83,69.78,3.92
Bengaluru,2018,11,1,4.2883,24.09,73.04,3.91
Bengaluru,2018,11,2,3.9396,23.15,77.86,4.04
Bengaluru,2018,11,3,3.7205,23.5,76.73,4.43
Bengaluru,2018,11,4,4.7827,23.91,72.03,4.42
Bengaluru,2018,11,5,6.0058,24.39,65.66,4.46
Bengaluru,2018,11,6,5.2246,22.87,68.37,3.35
Bengaluru,2018,11,7,5.9035,22.57,58.65,3.88
Bengaluru,2018,11,8,4.9493,22.51,59.15,3.63
Bengaluru,2018,11,9,6.0799,23.31,62.15,3.82
Bengaluru,2018,11,10,6.0466,22.85,61.87,3.13
Bengaluru,2018,11,11,5.5546,22.56,60.55,3.01
Bengaluru,2018,11,12,5.1691,22.17,52.5,3.15
Bengaluru,2018,11,13,5.6292,21.75,40.71,2.68
Bengaluru,2018,11,14,6.3103,21.98,37.35,2.64
Bengaluru,2018,11,15,4.6843,22.24,61.92,4.39
Bengaluru,2018,11,16,2.9585,22.9,78.38,5.29
Bengaluru,2018,11,17,5.369,24.09,71.72,3.17
Bengaluru,2018,11,18,4.7995,24.72,70.78,3.06
Bengaluru,2018,11,19,4.4676,25.16,66.15,3.72
Bengaluru,2018,11,20,5.3782,24.08,66.14,4.37
Bengaluru,2018,11,21,3.2318,21.32,78.8,5.03
Bengaluru,2018,11,22,1.9723,21.72,81.47,5.03
Bengaluru,2018,11,23,2.5858,22.68,81.55,3.99
Bengaluru,2018,11,24,4.2754,23.58,70.01,3.43
Bengaluru,2018,11,25,4.3306,23.5,67.52,3.03
Bengaluru,2018,11,26,4.9992,22.22,64.59,3.4
Bengaluru,2018,11,27,5.7166,20.43,63.92,3.52
Bengaluru,2018,11,28,5.8183,21,67.27,3.97
Bengaluru,2018,11,29,3.5244,22.45,71.51,3.78
Bengaluru,2018,11,30,4.8938,22.78,67,3.24
Bengaluru,2018,12,1,4.9046,22,64.51,3.32
Bengaluru,2018,12,2,5.7739,21.66,65.63,3.43
Bengaluru,2018,12,3,4.6586,22.72,65.92,3.88
Bengaluru,2018,12,4,2.9578,21.18,82.9,2.93
Bengaluru,2018,12,5,4.5079,23.11,76.96,1.86
Bengaluru,2018,12,6,4.6361,24.41,66.24,3.37
Bengaluru,2018,12,7,4.4266,23.73,65.33,3.86
Bengaluru,2018,12,8,4.7419,23.43,67.43,4.18
Bengaluru,2018,12,9,5.3465,23.18,63.51,3.71
Bengaluru,2018,12,10,4.6375,23.51,63.67,2.29
Bengaluru,2018,12,11,4.2948,23.26,62.18,2.65
Bengaluru,2018,12,12,4.3666,23.6,61.74,2
Bengaluru,2018,12,13,3.6838,23.47,62.48,2.6
Bengaluru,2018,12,14,4.9058,23.17,57.02,3.87
Bengaluru,2018,12,15,5.0981,21.94,62.83,5.19
Bengaluru,2018,12,16,4.002,20.43,62.34,4.45
Bengaluru,2018,12,17,4.0342,21.07,53.66,3.77
Bengaluru,2018,12,18,5.6354,20.96,41.97,3.27
Bengaluru,2018,12,19,4.1702,19.26,62.05,2.32
Bengaluru,2018,12,20,4.8859,21.6,60.99,2.62
Bengaluru,2018,12,21,4.4045,23.34,61.32,2.44
Bengaluru,2018,12,22,4.5655,23.87,61.12,3.52
Bengaluru,2018,12,23,4.003,24.33,63.69,4.09
Bengaluru,2018,12,24,4.2362,24.54,59.08,3.58
Bengaluru,2018,12,25,5.1103,24.17,56.54,3.32
Bengaluru,2018,12,26,5.5039,23.86,54.42,2.4
Bengaluru,2018,12,27,4.5962,23.88,54.58,2.64
Bengaluru,2018,12,28,4.1266,22.97,57.72,2.34
Bengaluru,2018,12,29,3.5983,22.65,56.31,3.84
Bengaluru,2018,12,30,4.1731,20.91,57.29,4.08
Bengaluru,2018,12,31,5.3292,20.9,52.87,3.87
Bengaluru,2019,1,1,6.0528,19.39,47.59,3.79
Bengaluru,2019,1,2,6.0701,19.22,49.99,4.26
Bengaluru,2019,1,3,6.012,19.63,49.04,4.09
Bengaluru,2019,1,4,6.0348,19.57,51.83,4.66
Bengaluru,2019,1,5,6.1406,19.89,52.66,3.56
Bengaluru,2019,1,6,5.8553,20.9,52.72,3.16
Bengaluru,2019,1,7,5.9726,21.08,51.33,3.56
Bengaluru,2019,1,8,5.9674,21.1,45.71,3.38
Bengaluru,2019,1,9,6.0674,21.1,45.27,3.51
Bengaluru,2019,1,10,6.036,21.26,49.96,3.46
Bengaluru,2019,1,11,5.9666,21.44,51.42,2.82
Bengaluru,2019,1,12,5.2538,21.56,53.2,3.41
Bengaluru,2019,1,13,5.8834,21.27,46.41,3.03
Bengaluru,2019,1,14,5.8483,20.96,46.86,3.41
Bengaluru,2019,1,15,5.4348,20.81,40.55,4.11
Bengaluru,2019,1,16,6.1013,21.07,49.88,3.85
Bengaluru,2019,1,17,5.665,21.62,54.83,3.88
Bengaluru,2019,1,18,5.6474,21.4,54.26,4.06
Bengaluru,2019,1,19,6.0946,21.18,48.29,4.04
Bengaluru,2019,1,20,5.375,20.87,46.93,3.86
Bengaluru,2019,1,21,5.5894,21.09,46.58,3.7
Bengaluru,2019,1,22,6.0343,21.51,49.54,2.1
Bengaluru,2019,1,23,5.9203,22.62,54.38,2.37
Bengaluru,2019,1,24,5.807,23.27,54.09,3.05
Bengaluru,2019,1,25,5.1362,24.02,57.45,4
Bengaluru,2019,1,26,4.4585,24.74,59.07,3.49
Bengaluru,2019,1,27,4.4333,23.85,64.32,3.5
Bengaluru,2019,1,28,4.4242,23.08,66.06,3.18
Bengaluru,2019,1,29,5.1739,21.44,67.19,3.79
Bengaluru,2019,1,30,5.7641,21.44,59.51,3.69
Bengaluru,2019,1,31,5.7912,20.89,55.22,3.88
Bengaluru,2019,2,1,5.7806,21.46,58.57,3.28
Bengaluru,2019,2,2,5.6537,22.51,55.15,3.28
Bengaluru,2019,2,3,6.1123,23.25,55.21,3.3
Bengaluru,2019,2,4,6.3456,24.19,54.52,4.25
Bengaluru,2019,2,5,4.9658,23.45,54.81,3.87
Bengaluru,2019,2,6,6.019,24.28,48.04,3.31
Bengaluru,2019,2,7,5.4425,25.01,51.73,3.68
Bengaluru,2019,2,8,5.9033,25.99,51.21,2.55
Bengaluru,2019,2,9,4.9248,25.92,55.73,2.54
Bengaluru,2019,2,10,4.8583,22.89,77.58,3.12
Bengaluru,2019,2,11,5.429,23.8,66.81,5.1
Bengaluru,2019,2,12,6.4673,23.04,60.17,5.46
Bengaluru,2019,2,13,6.6058,22.92,58.2,4.65
Bengaluru,2019,2,14,6.57,23.71,57.93,4.31
Bengaluru,2019,2,15,6.0072,24.88,58.93,2.29
Bengaluru,2019,2,16,5.7305,25.62,55.77,2.69
Bengaluru,2019,2,17,6.4502,25.73,49.13,2.99
Bengaluru,2019,2,18,6.8705,25.46,35.37,1.94
Bengaluru,2019,2,19,5.8001,27,55.5,4.31
Bengaluru,2019,2,20,6.6202,26,52.57,5.11
Bengaluru,2019,2,21,6.9526,24.59,50.06,4.95
Bengaluru,2019,2,22,7.2026,24.11,38.78,4.98
Bengaluru,2019,2,23,7.3085,24.77,29.76,4.86
Bengaluru,2019,2,24,7.2946,25.2,32.28,4.69
Bengaluru,2019,2,25,7.2631,25.26,32.77,3.13
Bengaluru,2019,2,26,6.9566,25.89,37.6,2.55
Bengaluru,2019,2,27,6.2786,27.58,44.95,2.73
Bengaluru,2019,2,28,6.6288,27.18,37.1,2.72
Bengaluru,2019,3,1,6.5345,28.17,49.33,2.95
Bengaluru,2019,3,2,5.6122,27.78,51.76,4.54
Bengaluru,2019,3,3,5.623,27.36,50.39,2.8
Bengaluru,2019,3,4,6.492,28.5,45.33,2.69
Bengaluru,2019,3,5,5.8946,30.15,34.61,2.13
Bengaluru,2019,3,6,6.7663,29.71,29.14,2.33
Bengaluru,2019,3,7,7.219,29.69,23.99,2.23
Bengaluru,2019,3,8,7.0735,29.33,34.2,2.55
Bengaluru,2019,3,9,6.0084,29.17,44.65,3.71
Bengaluru,2019,3,10,6.0242,29.63,42.87,3.63
Bengaluru,2019,3,11,6.7082,28.86,38.47,4.69
Bengaluru,2019,3,12,7.2264,27.44,36.17,4.25
Bengaluru,2019,3,13,6.9617,26.95,30.31,4.96
Bengaluru,2019,3,14,7.2888,27.01,29.49,5.09
Bengaluru,2019,3,15,7.363,27,30.3,4.69
Bengaluru,2019,3,16,7.3459,26.5,34.67,4.65
Bengaluru,2019,3,17,7.4683,26.16,36.41,3.7
Bengaluru,2019,3,18,7.237,27.1,46.42,3.45
Bengaluru,2019,3,19,6.9595,28.42,45.32,3.43
Bengaluru,2019,3,20,6.5566,28.45,42.4,4.59
Bengaluru,2019,3,21,6.9979,28.18,37.47,3.34
Bengaluru,2019,3,22,6.965,28.47,38.41,2.9
Bengaluru,2019,3,23,6.8854,29.53,40.52,2.86
Bengaluru,2019,3,24,6.8436,30.09,31.9,4.07
Bengaluru,2019,3,25,7.3013,29.12,35.09,4.37
Bengaluru,2019,3,26,7.4179,28.71,35.38,4.31
Bengaluru,2019,3,27,7.3426,28.8,30.99,4.15
Bengaluru,2019,3,28,7.5811,29.07,32.74,4.16
